question,answer
"What is the price of Tomato in Vayalapadu market of Chittor, Andhra Pradesh?","Commodity: Tomato
Variety: Local
State: Andhra Pradesh
District: Chittor
Market: Vayalapadu
Arrival Date: 04/03/2019
Minimum Price: ₹400
Maximum Price: ₹1120
Modal Price: ₹760"
"What is the price of Bengal Gram(Gram)(Whole) in Banaganapalli market of Kurnool, Andhra Pradesh?","Commodity: Bengal Gram(Gram)(Whole)
Variety: Desi (Whole)
State: Andhra Pradesh
District: Kurnool
Market: Banaganapalli
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹4700
Modal Price: ₹4600"
"What is the price of Jowar(Sorghum) in Banaganapalli market of Kurnool, Andhra Pradesh?","Commodity: Jowar(Sorghum)
Variety: Jowar ( White)
State: Andhra Pradesh
District: Kurnool
Market: Banaganapalli
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹1950
Modal Price: ₹1900"
"What is the price of Paddy(Dhan)(Common) in Banaganapalli market of Kurnool, Andhra Pradesh?","Commodity: Paddy(Dhan)(Common)
Variety: Sona Mahsuri
State: Andhra Pradesh
District: Kurnool
Market: Banaganapalli
Arrival Date: 04/03/2019
Minimum Price: ₹1900
Maximum Price: ₹2000
Modal Price: ₹1950"
"What is the price of Paddy(Dhan)(Common) in Attili market of West Godavari, Andhra Pradesh?","Commodity: Paddy(Dhan)(Common)
Variety: Paddy
State: Andhra Pradesh
District: West Godavari
Market: Attili
Arrival Date: 04/03/2019
Minimum Price: ₹1750
Maximum Price: ₹1770
Modal Price: ₹1760"
"What is the price of Lentil (Masur)(Whole) in Cachar market of Cachar, Assam?","Commodity: Lentil (Masur)(Whole)
Variety: Masur Dal
State: Assam
District: Cachar
Market: Cachar
Arrival Date: 04/03/2019
Minimum Price: ₹5200
Maximum Price: ₹7200
Modal Price: ₹7000"
"What is the price of Rice in Cachar market of Cachar, Assam?","Commodity: Rice
Variety: Common
State: Assam
District: Cachar
Market: Cachar
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2500
Modal Price: ₹2400"
"What is the price of Rice in Cachar market of Cachar, Assam?","Commodity: Rice
Variety: Fine
State: Assam
District: Cachar
Market: Cachar
Arrival Date: 04/03/2019
Minimum Price: ₹2500
Maximum Price: ₹3000
Modal Price: ₹2800"
"What is the price of Bitter gourd in Kharupetia market of Darrang, Assam?","Commodity: Bitter gourd
Variety: Bitter Gourd
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹6500
Modal Price: ₹6400"
"What is the price of Bottle gourd in Kharupetia market of Darrang, Assam?","Commodity: Bottle gourd
Variety: Bottle Gourd
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹900
Modal Price: ₹850"
"What is the price of Brinjal in Kharupetia market of Darrang, Assam?","Commodity: Brinjal
Variety: Round
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹900
Modal Price: ₹850"
"What is the price of Cabbage in Kharupetia market of Darrang, Assam?","Commodity: Cabbage
Variety: Cabbage
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹300
Maximum Price: ₹400
Modal Price: ₹350"
"What is the price of Carrot in Kharupetia market of Darrang, Assam?","Commodity: Carrot
Variety: Carrot
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1100
Modal Price: ₹1050"
"What is the price of Cauliflower in Kharupetia market of Darrang, Assam?","Commodity: Cauliflower
Variety: Local
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹1400
Maximum Price: ₹1500
Modal Price: ₹1450"
"What is the price of Cluster beans in Kharupetia market of Darrang, Assam?","Commodity: Cluster beans
Variety: Cluster Beans
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4200
Modal Price: ₹4100"
"What is the price of Cucumbar(Kheera) in Kharupetia market of Darrang, Assam?","Commodity: Cucumbar(Kheera)
Variety: Cucumbar
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1600
Modal Price: ₹1550"
"What is the price of Field Pea in Kharupetia market of Darrang, Assam?","Commodity: Field Pea
Variety: Field Pea
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹2800
Maximum Price: ₹3000
Modal Price: ₹2900"
"What is the price of French Beans (Frasbean) in Kharupetia market of Darrang, Assam?","Commodity: French Beans (Frasbean)
Variety: French Beans (Frasbean)
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2300
Modal Price: ₹2250"
"What is the price of Green Chilli in Kharupetia market of Darrang, Assam?","Commodity: Green Chilli
Variety: Green Chilly
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹3500
Maximum Price: ₹3700
Modal Price: ₹3600"
"What is the price of Knool Khol in Kharupetia market of Darrang, Assam?","Commodity: Knool Khol
Variety: Knool Khol
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹900
Maximum Price: ₹1000
Modal Price: ₹950"
"What is the price of Potato in Kharupetia market of Darrang, Assam?","Commodity: Potato
Variety: Badshah
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹600
Maximum Price: ₹700
Modal Price: ₹650"
"What is the price of Pumpkin in Kharupetia market of Darrang, Assam?","Commodity: Pumpkin
Variety: Pumpkin
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹600
Maximum Price: ₹700
Modal Price: ₹650"
"What is the price of Raddish in Kharupetia market of Darrang, Assam?","Commodity: Raddish
Variety: Raddish
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹900
Modal Price: ₹850"
"What is the price of Tomato in Kharupetia market of Darrang, Assam?","Commodity: Tomato
Variety: Hybrid
State: Assam
District: Darrang
Market: Kharupetia
Arrival Date: 04/03/2019
Minimum Price: ₹1100
Maximum Price: ₹1200
Modal Price: ₹1150"
"What is the price of Black Gram (Urd Beans)(Whole) in Gauripur market of Dhubri, Assam?","Commodity: Black Gram (Urd Beans)(Whole)
Variety: Black Gram (Whole)
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹4300
Maximum Price: ₹4425
Modal Price: ₹4400"
"What is the price of Green Gram (Moong)(Whole) in Gauripur market of Dhubri, Assam?","Commodity: Green Gram (Moong)(Whole)
Variety: Green (Whole)
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹6300
Maximum Price: ₹6640
Modal Price: ₹6400"
"What is the price of Jute in Gauripur market of Dhubri, Assam?","Commodity: Jute
Variety: TD-5
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹2700
Maximum Price: ₹3700
Modal Price: ₹2800"
"What is the price of Maida Atta in Gauripur market of Dhubri, Assam?","Commodity: Maida Atta
Variety: Maida Atta
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹2260
Maximum Price: ₹2550
Modal Price: ₹2370"
"What is the price of Mustard in Gauripur market of Dhubri, Assam?","Commodity: Mustard
Variety: Mustard
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹2300
Maximum Price: ₹2550
Modal Price: ₹2400"
"What is the price of Rice in Gauripur market of Dhubri, Assam?","Commodity: Rice
Variety: Fine
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹3500
Maximum Price: ₹5000
Modal Price: ₹4500"
"What is the price of Rice in Gauripur market of Dhubri, Assam?","Commodity: Rice
Variety: Medium
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹3000
Modal Price: ₹2500"
"What is the price of Wheat Atta in Gauripur market of Dhubri, Assam?","Commodity: Wheat Atta
Variety: Wheat Atta
State: Assam
District: Dhubri
Market: Gauripur
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2400
Modal Price: ₹2300"
"What is the price of Garlic in Jorhat market of Jorhat, Assam?","Commodity: Garlic
Variety: Garlic
State: Assam
District: Jorhat
Market: Jorhat
Arrival Date: 04/03/2019
Minimum Price: ₹3500
Maximum Price: ₹6000
Modal Price: ₹5000"
"What is the price of Green Gram (Moong)(Whole) in Jorhat market of Jorhat, Assam?","Commodity: Green Gram (Moong)(Whole)
Variety: Green (Whole)
State: Assam
District: Jorhat
Market: Jorhat
Arrival Date: 04/03/2019
Minimum Price: ₹6200
Maximum Price: ₹6800
Modal Price: ₹6600"
"What is the price of Masur Dal in Jorhat market of Jorhat, Assam?","Commodity: Masur Dal
Variety: Masur Dal
State: Assam
District: Jorhat
Market: Jorhat
Arrival Date: 04/03/2019
Minimum Price: ₹5200
Maximum Price: ₹6600
Modal Price: ₹6200"
"What is the price of Onion in Jorhat market of Jorhat, Assam?","Commodity: Onion
Variety: Onion
State: Assam
District: Jorhat
Market: Jorhat
Arrival Date: 04/03/2019
Minimum Price: ₹1150
Maximum Price: ₹1250
Modal Price: ₹1200"
"What is the price of Potato in Jorhat market of Jorhat, Assam?","Commodity: Potato
Variety: Potato
State: Assam
District: Jorhat
Market: Jorhat
Arrival Date: 04/03/2019
Minimum Price: ₹500
Maximum Price: ₹580
Modal Price: ₹550"
"What is the price of Rice in Jorhat market of Jorhat, Assam?","Commodity: Rice
Variety: Common
State: Assam
District: Jorhat
Market: Jorhat
Arrival Date: 04/03/2019
Minimum Price: ₹2500
Maximum Price: ₹7000
Modal Price: ₹3200"
"What is the price of Wheat Atta in Jorhat market of Jorhat, Assam?","Commodity: Wheat Atta
Variety: Wheat Atta
State: Assam
District: Jorhat
Market: Jorhat
Arrival Date: 04/03/2019
Minimum Price: ₹2600
Maximum Price: ₹3200
Modal Price: ₹2800"
"What is the price of Bitter gourd in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Bitter gourd
Variety: Bitter Gourd
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹5000
Maximum Price: ₹6000
Modal Price: ₹5500"
"What is the price of Brinjal in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Brinjal
Variety: Brinjal
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1400
Modal Price: ₹1300"
"What is the price of Cabbage in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Cabbage
Variety: Cabbage
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹300
Maximum Price: ₹600
Modal Price: ₹500"
"What is the price of Carrot in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Carrot
Variety: Carrot
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹1200
Modal Price: ₹1000"
"What is the price of Cauliflower in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Cauliflower
Variety: Cauliflower
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹2000
Modal Price: ₹1900"
"What is the price of Cucumbar(Kheera) in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Cucumbar(Kheera)
Variety: Cucumbar
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹1600
Maximum Price: ₹2200
Modal Price: ₹2000"
"What is the price of Garlic in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Garlic
Variety: Garlic
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹5000
Modal Price: ₹4500"
"What is the price of Green Chilli in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Green Chilli
Variety: Green Chilly
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹3000
Modal Price: ₹1600"
"What is the price of Onion in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Onion
Variety: Onion
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹950
Maximum Price: ₹1150
Modal Price: ₹1100"
"What is the price of Potato in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Potato
Variety: Potato
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹600
Maximum Price: ₹750
Modal Price: ₹700"
"What is the price of Pumpkin in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Pumpkin
Variety: Pumpkin
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹1000
Modal Price: ₹900"
"What is the price of Raddish in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Raddish
Variety: Raddish
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1200
Modal Price: ₹1100"
"What is the price of Ridgeguard(Tori) in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Ridgeguard(Tori)
Variety: Ridgeguard(Tori)
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4200
Modal Price: ₹4100"
"What is the price of Tomato in Pamohi(Garchuk) market of Kamrup, Assam?","Commodity: Tomato
Variety: Tomato
State: Assam
District: Kamrup
Market: Pamohi(Garchuk)
Arrival Date: 04/03/2019
Minimum Price: ₹1400
Maximum Price: ₹1500
Modal Price: ₹1450"
"What is the price of Arecanut(Betelnut/Supari) in Dhekiajuli market of Sonitpur, Assam?","Commodity: Arecanut(Betelnut/Supari)
Variety: Raw
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2200
Modal Price: ₹2200"
"What is the price of Arhar (Tur/Red Gram)(Whole) in Dhekiajuli market of Sonitpur, Assam?","Commodity: Arhar (Tur/Red Gram)(Whole)
Variety: Other
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹5700
Maximum Price: ₹5850
Modal Price: ₹5850"
"What is the price of Brinjal in Dhekiajuli market of Sonitpur, Assam?","Commodity: Brinjal
Variety: Other
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹750
Modal Price: ₹750"
"What is the price of Cabbage in Dhekiajuli market of Sonitpur, Assam?","Commodity: Cabbage
Variety: Other
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹650
Maximum Price: ₹700
Modal Price: ₹700"
"What is the price of Green Chilli in Dhekiajuli market of Sonitpur, Assam?","Commodity: Green Chilli
Variety: Green Chilly
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹2000
Modal Price: ₹2000"
"What is the price of Jute in Dhekiajuli market of Sonitpur, Assam?","Commodity: Jute
Variety: TD-5
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹3600
Maximum Price: ₹3900
Modal Price: ₹3900"
"What is the price of Maize in Dhekiajuli market of Sonitpur, Assam?","Commodity: Maize
Variety: Other
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹1700
Maximum Price: ₹1800
Modal Price: ₹1800"
"What is the price of Mustard in Dhekiajuli market of Sonitpur, Assam?","Commodity: Mustard
Variety: Other
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4100
Modal Price: ₹4100"
"What is the price of Rice in Dhekiajuli market of Sonitpur, Assam?","Commodity: Rice
Variety: Common
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2500
Modal Price: ₹2400"
"What is the price of Rice in Dhekiajuli market of Sonitpur, Assam?","Commodity: Rice
Variety: Fine
State: Assam
District: Sonitpur
Market: Dhekiajuli
Arrival Date: 04/03/2019
Minimum Price: ₹2700
Maximum Price: ₹2900
Modal Price: ₹2800"
"What is the price of Dry Chillies in Jagdalpur market of Bastar, Chattisgarh?","Commodity: Dry Chillies
Variety: Dry
State: Chattisgarh
District: Bastar
Market: Jagdalpur
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4410
Modal Price: ₹4200"
"What is the price of Paddy(Dhan)(Common) in Charama market of Kanker, Chattisgarh?","Commodity: Paddy(Dhan)(Common)
Variety: Other
State: Chattisgarh
District: Kanker
Market: Charama
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1500
Modal Price: ₹1500"
"What is the price of Paddy(Dhan)(Common) in Lakhanpuri market of Kanker, Chattisgarh?","Commodity: Paddy(Dhan)(Common)
Variety: Other
State: Chattisgarh
District: Kanker
Market: Lakhanpuri
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1500
Modal Price: ₹1500"
"What is the price of Paddy(Dhan)(Common) in Narharpur market of Kanker, Chattisgarh?","Commodity: Paddy(Dhan)(Common)
Variety: Other
State: Chattisgarh
District: Kanker
Market: Narharpur
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1500
Modal Price: ₹1500"
"What is the price of Groundnut in Pratappur market of Surajpur, Chattisgarh?","Commodity: Groundnut
Variety: Other
State: Chattisgarh
District: Surajpur
Market: Pratappur
Arrival Date: 04/03/2019
Minimum Price: ₹4900
Maximum Price: ₹4900
Modal Price: ₹4900"
"What is the price of Arecanut(Betelnut/Supari) in Sanquelim market of North Goa, Goa?","Commodity: Arecanut(Betelnut/Supari)
Variety: Red
State: Goa
District: North Goa
Market: Sanquelim
Arrival Date: 04/03/2019
Minimum Price: ₹19000
Maximum Price: ₹20000
Modal Price: ₹19500"
"What is the price of Arecanut(Betelnut/Supari) in Sanquelim market of North Goa, Goa?","Commodity: Arecanut(Betelnut/Supari)
Variety: Supari
State: Goa
District: North Goa
Market: Sanquelim
Arrival Date: 04/03/2019
Minimum Price: ₹21500
Maximum Price: ₹23000
Modal Price: ₹22250"
"What is the price of Arecanut(Betelnut/Supari) in Sanquelim market of North Goa, Goa?","Commodity: Arecanut(Betelnut/Supari)
Variety: White
State: Goa
District: North Goa
Market: Sanquelim
Arrival Date: 04/03/2019
Minimum Price: ₹20000
Maximum Price: ₹21000
Modal Price: ₹20500"
"What is the price of Bhindi(Ladies Finger) in Damnagar market of Amreli, Gujarat?","Commodity: Bhindi(Ladies Finger)
Variety: Bhindi
State: Gujarat
District: Amreli
Market: Damnagar
Arrival Date: 04/03/2019
Minimum Price: ₹1450
Maximum Price: ₹1650
Modal Price: ₹1550"
"What is the price of Brinjal in Damnagar market of Amreli, Gujarat?","Commodity: Brinjal
Variety: Other
State: Gujarat
District: Amreli
Market: Damnagar
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1200
Modal Price: ₹1100"
"What is the price of Capsicum in Damnagar market of Amreli, Gujarat?","Commodity: Capsicum
Variety: Capsicum
State: Gujarat
District: Amreli
Market: Damnagar
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1400
Modal Price: ₹1300"
"What is the price of Guar in Damnagar market of Amreli, Gujarat?","Commodity: Guar
Variety: Gwar
State: Gujarat
District: Amreli
Market: Damnagar
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1700
Modal Price: ₹1600"
"What is the price of Lemon in Damnagar market of Amreli, Gujarat?","Commodity: Lemon
Variety: Lemon
State: Gujarat
District: Amreli
Market: Damnagar
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1400
Modal Price: ₹1300"
"What is the price of Bajra(Pearl Millet/Cumbu) in Khambhat(Grain Market) market of Anand, Gujarat?","Commodity: Bajra(Pearl Millet/Cumbu)
Variety: Other
State: Gujarat
District: Anand
Market: Khambhat(Grain Market)
Arrival Date: 04/03/2019
Minimum Price: ₹2040
Maximum Price: ₹2120
Modal Price: ₹2080"
"What is the price of Bajra(Pearl Millet/Cumbu) in Umreth market of Anand, Gujarat?","Commodity: Bajra(Pearl Millet/Cumbu)
Variety: Deshi
State: Gujarat
District: Anand
Market: Umreth
Arrival Date: 04/03/2019
Minimum Price: ₹1950
Maximum Price: ₹2025
Modal Price: ₹2015"
"What is the price of Castor Seed in Umreth market of Anand, Gujarat?","Commodity: Castor Seed
Variety: Castor seed
State: Gujarat
District: Anand
Market: Umreth
Arrival Date: 04/03/2019
Minimum Price: ₹4800
Maximum Price: ₹4950
Modal Price: ₹4870"
"What is the price of Bhindi(Ladies Finger) in Ankleshwar market of Bharuch, Gujarat?","Commodity: Bhindi(Ladies Finger)
Variety: Bhindi
State: Gujarat
District: Bharuch
Market: Ankleshwar
Arrival Date: 04/03/2019
Minimum Price: ₹2750
Maximum Price: ₹3650
Modal Price: ₹3425"
"What is the price of Bottle gourd in Ankleshwar market of Bharuch, Gujarat?","Commodity: Bottle gourd
Variety: Bottle Gourd
State: Gujarat
District: Bharuch
Market: Ankleshwar
Arrival Date: 04/03/2019
Minimum Price: ₹1400
Maximum Price: ₹2100
Modal Price: ₹1850"
"What is the price of Brinjal in Ankleshwar market of Bharuch, Gujarat?","Commodity: Brinjal
Variety: Round
State: Gujarat
District: Bharuch
Market: Ankleshwar
Arrival Date: 04/03/2019
Minimum Price: ₹425
Maximum Price: ₹875
Modal Price: ₹650"
"What is the price of Cabbage in Ankleshwar market of Bharuch, Gujarat?","Commodity: Cabbage
Variety: Cabbage
State: Gujarat
District: Bharuch
Market: Ankleshwar
Arrival Date: 04/03/2019
Minimum Price: ₹750
Maximum Price: ₹1000
Modal Price: ₹925"
"What is the price of Capsicum in Ankleshwar market of Bharuch, Gujarat?","Commodity: Capsicum
Variety: Capsicum
State: Gujarat
District: Bharuch
Market: Ankleshwar
Arrival Date: 04/03/2019
Minimum Price: ₹2150
Maximum Price: ₹3000
Modal Price: ₹2600"
