question,answer
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 700
max_price: 750
modal_price: 750
source_file: csv.csv
"
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Cabbage
variety: Other
arrival_date: 04/03/2019
min_price: 650
max_price: 700
modal_price: 700
source_file: csv.csv
"
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Green Chilli
variety: Green Chilly
arrival_date: 04/03/2019
min_price: 1800
max_price: 2000
modal_price: 2000
source_file: csv.csv
"
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Jute
variety: TD-5
arrival_date: 04/03/2019
min_price: 3600
max_price: 3900
modal_price: 3900
source_file: csv.csv
"
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Maize
variety: Other
arrival_date: 04/03/2019
min_price: 1700
max_price: 1800
modal_price: 1800
source_file: csv.csv
"
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Mustard
variety: Other
arrival_date: 04/03/2019
min_price: 4000
max_price: 4100
modal_price: 4100
source_file: csv.csv
"
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Rice
variety: Common
arrival_date: 04/03/2019
min_price: 2200
max_price: 2500
modal_price: 2400
source_file: csv.csv
"
Give agriculture information,"state: Assam
district: Sonitpur
market: Dhekiajuli
commodity: Rice
variety: Fine
arrival_date: 04/03/2019
min_price: 2700
max_price: 2900
modal_price: 2800
source_file: csv.csv
"
Give agriculture information,"state: Chattisgarh
district: Bastar
market: Jagdalpur
commodity: Dry Chillies
variety: Dry
arrival_date: 04/03/2019
min_price: 4000
max_price: 4410
modal_price: 4200
source_file: csv.csv
"
Give agriculture information,"state: Chattisgarh
district: Kanker
market: Charama
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 1500
modal_price: 1500
source_file: csv.csv
"
Give agriculture information,"state: Chattisgarh
district: Kanker
market: Lakhanpuri
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 1500
modal_price: 1500
source_file: csv.csv
"
Give agriculture information,"state: Chattisgarh
district: Kanker
market: Narharpur
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 1500
modal_price: 1500
source_file: csv.csv
"
Give agriculture information,"state: Chattisgarh
district: Surajpur
market: Pratappur
commodity: Groundnut
variety: Other
arrival_date: 04/03/2019
min_price: 4900
max_price: 4900
modal_price: 4900
source_file: csv.csv
"
Give agriculture information,"state: Goa
district: North Goa
market: Sanquelim
commodity: Arecanut(Betelnut/Supari)
variety: Red
arrival_date: 04/03/2019
min_price: 19000
max_price: 20000
modal_price: 19500
source_file: csv.csv
"
Give agriculture information,"state: Goa
district: North Goa
market: Sanquelim
commodity: Arecanut(Betelnut/Supari)
variety: Supari
arrival_date: 04/03/2019
min_price: 21500
max_price: 23000
modal_price: 22250
source_file: csv.csv
"
Give agriculture information,"state: Goa
district: North Goa
market: Sanquelim
commodity: Arecanut(Betelnut/Supari)
variety: White
arrival_date: 04/03/2019
min_price: 20000
max_price: 21000
modal_price: 20500
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Amreli
market: Damnagar
commodity: Bhindi(Ladies Finger)
variety: Bhindi
arrival_date: 04/03/2019
min_price: 1450
max_price: 1650
modal_price: 1550
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Amreli
market: Damnagar
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1200
modal_price: 1100
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Amreli
market: Damnagar
commodity: Capsicum
variety: Capsicum
arrival_date: 04/03/2019
min_price: 1200
max_price: 1400
modal_price: 1300
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Amreli
market: Damnagar
commodity: Guar
variety: Gwar
arrival_date: 04/03/2019
min_price: 1500
max_price: 1700
modal_price: 1600
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Amreli
market: Damnagar
commodity: Lemon
variety: Lemon
arrival_date: 04/03/2019
min_price: 1200
max_price: 1400
modal_price: 1300
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Anand
market: Khambhat(Grain Market)
commodity: Bajra(Pearl Millet/Cumbu)
variety: Other
arrival_date: 04/03/2019
min_price: 2040
max_price: 2120
modal_price: 2080
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Anand
market: Umreth
commodity: Bajra(Pearl Millet/Cumbu)
variety: Deshi
arrival_date: 04/03/2019
min_price: 1950
max_price: 2025
modal_price: 2015
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Anand
market: Umreth
commodity: Castor Seed
variety: Castor seed
arrival_date: 04/03/2019
min_price: 4800
max_price: 4950
modal_price: 4870
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Bhindi(Ladies Finger)
variety: Bhindi
arrival_date: 04/03/2019
min_price: 2750
max_price: 3650
modal_price: 3425
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Bottle gourd
variety: Bottle Gourd
arrival_date: 04/03/2019
min_price: 1400
max_price: 2100
modal_price: 1850
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Brinjal
variety: Round
arrival_date: 04/03/2019
min_price: 425
max_price: 875
modal_price: 650
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Cabbage
variety: Cabbage
arrival_date: 04/03/2019
min_price: 750
max_price: 1000
modal_price: 925
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Capsicum
variety: Capsicum
arrival_date: 04/03/2019
min_price: 2150
max_price: 3000
modal_price: 2600
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Carrot
variety: Carrot
arrival_date: 04/03/2019
min_price: 650
max_price: 875
modal_price: 825
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Cauliflower
variety: Local
arrival_date: 04/03/2019
min_price: 650
max_price: 1500
modal_price: 1100
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Coriander(Leaves)
variety: Coriander
arrival_date: 04/03/2019
min_price: 550
max_price: 1000
modal_price: 825
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Cowpea(Veg)
variety: Cowpea (Veg)
arrival_date: 04/03/2019
min_price: 2750
max_price: 3650
modal_price: 3425
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Cucumbar(Kheera)
variety: Cucumbar
arrival_date: 04/03/2019
min_price: 1500
max_price: 2400
modal_price: 2175
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Drumstick
variety: Drumstick
arrival_date: 04/03/2019
min_price: 2800
max_price: 3700
modal_price: 3475
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Elephant Yam (Suran)
variety: Elephant Yam (Suran)
arrival_date: 04/03/2019
min_price: 2150
max_price: 3000
modal_price: 2825
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Ginger(Green)
variety: Green Ginger
arrival_date: 04/03/2019
min_price: 5450
max_price: 6350
modal_price: 6100
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Green Chilli
variety: Green Chilly
arrival_date: 04/03/2019
min_price: 2600
max_price: 3300
modal_price: 3000
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Indian Beans (Seam)
variety: Indian Beans (Seam)
arrival_date: 04/03/2019
min_price: 1000
max_price: 1700
modal_price: 1450
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Lemon
variety: Lemon
arrival_date: 04/03/2019
min_price: 3250
max_price: 3950
modal_price: 3700
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Methi(Leaves)
variety: Methi
arrival_date: 04/03/2019
min_price: 600
max_price: 1000
modal_price: 825
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Onion Green
variety: Onion Green
arrival_date: 04/03/2019
min_price: 1000
max_price: 1400
modal_price: 1225
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Peas cod
variety: Peas cod
arrival_date: 04/03/2019
min_price: 1100
max_price: 1500
modal_price: 1325
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Pegeon Pea (Arhar Fali)
variety: Pigeon Pea (Arhar Fali)
arrival_date: 04/03/2019
min_price: 2750
max_price: 3650
modal_price: 3475
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Sponge gourd
variety: Sponge gourd
arrival_date: 04/03/2019
min_price: 1325
max_price: 1725
modal_price: 1500
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Surat Beans (Papadi)
variety: Surat Beans (Papadi)
arrival_date: 04/03/2019
min_price: 2225
max_price: 2625
modal_price: 2450
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Sweet Potato
variety: Sweet Potato
arrival_date: 04/03/2019
min_price: 2225
max_price: 3125
modal_price: 2900
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Tinda
variety: Tinda
arrival_date: 04/03/2019
min_price: 2750
max_price: 3450
modal_price: 3150
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Bharuch
market: Ankleshwar
commodity: Tomato
variety: Tomato
arrival_date: 04/03/2019
min_price: 750
max_price: 1650
modal_price: 1425
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Kachchh
market: Bachau
commodity: Guar Seed(Cluster Beans Seed)
variety: Whole
arrival_date: 04/03/2019
min_price: 4000
max_price: 4025
modal_price: 4010
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Kheda
market: Nadiyad(Chaklasi)
commodity: Potato
variety: Potato
arrival_date: 04/03/2019
min_price: 600
max_price: 800
modal_price: 700
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Kheda
market: Nadiyad(Chaklasi)
commodity: Sweet Potato
variety: Sweet Potato
arrival_date: 04/03/2019
min_price: 1250
max_price: 1650
modal_price: 1450
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Panchmahals
market: Gogamba
commodity: Arhar (Tur/Red Gram)(Whole)
variety: Other
arrival_date: 04/03/2019
min_price: 4800
max_price: 4900
modal_price: 4850
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Panchmahals
market: Gogamba
commodity: Cotton
variety: Other
arrival_date: 04/03/2019
min_price: 4500
max_price: 4600
modal_price: 4550
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Panchmahals
market: Gogamba
commodity: Maize
variety: Deshi White
arrival_date: 04/03/2019
min_price: 1850
max_price: 1950
modal_price: 1900
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Panchmahals
market: Gogamba
commodity: Paddy(Dhan)(Common)
variety: G. R. 11
arrival_date: 04/03/2019
min_price: 1500
max_price: 1550
modal_price: 1525
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Panchmahals
market: Gogamba
commodity: Wheat
variety: Other
arrival_date: 04/03/2019
min_price: 1850
max_price: 1950
modal_price: 1900
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Panchmahals
market: Gogamba(Similiya)
commodity: Bajra(Pearl Millet/Cumbu)
variety: Other
arrival_date: 04/03/2019
min_price: 1750
max_price: 1850
modal_price: 1800
source_file: csv.csv
"
Give agriculture information,"state: Gujarat
district: Panchmahals
market: Gogamba(Similiya)
commodity: Maize
variety: Deshi White
arrival_date: 04/03/2019
min_price: 1800
max_price: 1900
modal_price: 1850
source_file: csv.csv
"
